GEO
1;-16,39;-49,49
2;-34,14;-30,37
3;54,21;163,47
4;0,59;-154,52
5;-39,24;80,11
6;-0,45;-129,48
7;24,21;-48,19
8;61,38;-7,56
9;-67,30;-142,57
10;65,34;160,28
11;64,59;25,37
12;0,26;-97,12
13;62,14;141,11
14;-18,04;166,16
15;16,22;-40,20
16;48,05;-64,50
17;-36,43;57,03
18;-49,08;-165,23
19;82,37;-54,18
20;-63,05;-144,39
21;-54,44;53,11
22;72,13;152,06
23;30,10;-1,28
24;-4,55;-170,24
25;-83,44;111,21
26;-42,47;126,13
27;52,07;-170,44
28;-41,35;42,02
29;-10,21;115,29
30;-67,59;-53,36
31;17,46;149,34
32;-72,31;-49,56
33;79,39;-69,08
34;-42,24;-32,58
35;60,13;83,03
36;57,10;-56,08
37;56,32;7,09
38;-24,00;-158,56
39;-70,50;-35,09
40;-2,02;-98,40
41;-37,37;124,23
42;6,00;117,02
43;-42,51;22,29
44;61,54;77,07
45;-52,46;97,18
46;45,48;165,54
47;27,18;-142,17
48;-17,21;-40,40
49;67,14;-47,22
50;38,28;81,20
51;-4,40;-18,04
52;56,34;-10,28
53;13,10;48,40
54;66,50;-160,47
55;80,34;-54,37
56;13,29;127,03
57;-29,05;-170,08
58;-27,07;73,33
59;-13,20;52,42
60;-66,57;66,03
61;-70,39;-44,51
62;-2,26;26,38
63;-84,17;43,21
64;-36,29;78,10
65;32,35;-90,15
66;-25,40;-123,09
67;-37,48;-17,25
68;7,40;-38,52
69;-70,15;-115,48
70;-40,00;-127,31
71;-70,43;8,30
72;78,49;-173,02
73;9,59;76,47
74;-36,52;-61,44
75;-24,21;-101,05
76;24,09;68,09
77;23,57;-20,24
78;-75,41;-3,26
79;88,45;6,47
80;62,13;23,07
81;-31,17;132,47
82;83,33;-118,46
83;44,47;56,42
84;-20,45;131,46
85;-52,22;108,14
86;0,10;-22,13
