GEO
1;67,10;-82,59
2;-24,23;-32,14
3;69,44;172,55
4;-33,27;168,34
5;41,36;-119,27
6;-60,37;-31,55
7;0,28;-106,10
8;22,01;-21,15
9;-28,37;146,21
10;-47,19;7,31
11;22,55;163,10
12;-46,04;145,24
13;57,57;15,44
14;82,14;87,02
15;-55,25;177,51
16;-20,20;53,11
17;-5,12;141,04
18;57,24;71,54
19;24,00;150,45
20;75,39;149,24
21;-76,32;-89,30
22;-0,45;154,37
23;37,21;171,28
24;78,09;34,22
25;-66,20;156,21
26;81,55;-106,02
27;-63,42;-22,04
28;53,33;24,06
29;-6,11;-22,25
30;-54,35;109,17
31;2,03;144,10
32;57,04;158,36
33;-72,16;140,36
34;-54,10;-80,09
35;-61,29;64,28
36;-60,40;18,41
37;-10,06;-83,22
38;-7,16;69,13
39;23,40;-56,58
40;79,16;-58,43
41;73,04;168,37
42;2,56;32,05
43;87,42;17,33
44;52,22;-41,29
45;11,07;-62,16
46;38,59;68,08
47;38,38;-83,51
48;85,50;-47,54
49;-12,21;171,56
50;3,05;-171,25
51;71,23;108,20
52;46,12;131,30
53;44,52;-70,04
54;70,07;-98,42
55;74,30;-22,01
56;-52,16;91,18
57;-45,56;69,25
58;28,10;-59,58
59;60,00;65,55
60;73,47;-142,36
61;-39,36;-37,31
62;62,26;0,14
63;-21,17;135,53
64;57,44;-59,20
65;71,00;128,48
66;-8,37;-101,22
67;-0,19;128,43
68;-13,37;-137,42
69;-2,59;-45,16
70;-51,22;54,10
71;-84,42;9,08
72;-22,58;-160,03
73;22,15;24,29
74;39,44;90,59
75;-47,23;121,11
76;77,26;-82,15
77;56,34;-128,17
78;4,17;32,41
79;38,33;-14,26
80;71,35;-89,24
81;-66,31;54,02
82;-14,27;-162,47
83;-21,56;-92,03
84;-3,48;29,06
85;-66,27;-79,26
86;9,37;43,34
87;47,35;173,45
88;-33,46;-156,07
