GEO
1;-85,09;-66,46
2;34,10;40,23
3;86,01;-133,20
4;-14,37;-171,30
5;-14,44;-18,32
6;-44,16;96,11
7;-82,58;142,31
8;-53,41;-160,11
9;-56,17;-154,00
10;75,13;163,26
11;-78,41;-44,49
12;15,21;-166,21
13;79,06;128,16
14;-50,53;-104,16
15;-72,47;135,17
16;-10,00;130,08
17;-33,46;-43,08
18;-27,21;-123,30
19;-2,12;-1,02
20;-33,22;-171,19
21;29,12;-49,52
22;51,28;-141,13
23;-82,17;-35,42
24;73,35;33,47
25;-67,02;77,15
26;75,01;-23,08
27;85,22;122,26
28;-69,06;-29,42
29;84,29;-143,26
30;25,38;84,31
31;26,15;7,16
32;-67,30;4,21
33;58,42;-15,44
34;-70,58;-60,26
35;16,47;142,08
36;-17,32;-17,49
37;2,54;35,58
38;-17,29;-93,36
39;13,28;100,33
40;-57,35;-6,04
41;-79,01;131,03
42;16,10;-84,35
43;-72,27;17,24
44;-10,53;170,22
45;-30,46;99,44
46;73,09;98,50
47;-62,07;45,53
48;-32,40;-131,39
49;-3,15;127,16
50;-52,01;30,04
51;55,11;-93,16
52;-48,01;-30,45
53;-19,09;-28,43
54;-25,35;-54,47
55;-57,24;20,12
56;-13,16;98,58
57;82,28;108,45
58;41,42;56,13
59;-51,33;164,37
60;-87,23;65,38
61;-16,21;-109,28
62;-70,25;-133,40
63;9,08;-155,34
64;-3,36;-39,13
65;-39,06;8,41
66;-72,02;-114,12
67;-10,43;115,01
68;-77,52;45,31
69;-23,32;106,40
70;66,23;121,14
71;-86,33;92,21
72;82,34;-106,58
73;12,27;75,37
74;-46,56;163,59
75;45,48;144,26
76;-63,30;5,13
77;41,34;81,08
78;37,12;32,08
79;85,52;-153,15
80;4,19;17,49
81;-5,19;-37,59
82;-39,04;-130,38
83;-81,39;-29,17
84;67,01;47,33
85;15,09;-86,56
86;50,49;81,19
87;4,50;-133,31
88;-63,16;130,58
89;-17,50;-162,24
90;14,25;165,26
91;-64,45;-9,02
92;-59,07;-14,49
93;32,41;-41,19
94;-25,38;121,41
95;-62,39;-137,57
96;86,36;-104,03
97;-31,25;-23,00
98;38,48;56,12
99;-68,53;171,09
100;58,04;-171,07
